,Title,Content
3150," Outstanding
", Joker is astonishingly brilliant if you take into account all the past movies dealing with the character. Joaquin's gripping performance and Todd's sense of direction aids to triumph for DC. 
3151," On a different level
"," The movie leaves you with an understanding of the joker and he's motivations.
I have a new favourite joker and I can only hope to see him again "
3152," Hell yeah
",
3153," The meaning of comedy.
"," Firstly, Joaquin Phoenix was successful in creating another iconic version of the Joker character. When Phoenix is in full clown make up and wardrobe, is hard to take one's eyes away from the screen. The vivid personification of the Joker superimposed on real, vintage NY street locations gives the film an extra layer of legitimacy. The greater issue with the film however is the pace and climactic buildup. In other words, the film is like a race horse tied up with a short rope. The meticulous clinical assessment of the Joker hampers the delivery of the story. He music score and soundtrack are no help. That being said, find a comfortable position in your chair and wait for the brilliance to reveal itself. "
3154," Before Watching: Joker (2019)
",
3155," One of the best ever!
"," What an amazing adaptation of a comic book character. Phoenix had the most amazing performance. That is saying so much given his past works of perfection. This movie has given us so much to think about and not just about the income inequality issue but so much, much more. I really hope he gets the nod... "
3156," This Origin story is no joke!
",
3157," A Masterpiece
",
3158," First time not just watching, but living a Movie
"," It was first time for me to not just watching, but feeling, living the film. With Joaquin incredible performance, this movie is way more worth to watch. "
3159," Absolutely amazing!
"," One of these movies when you finished watching and thought it's so sad, because you have a chance to rewatch it later after release of blu ray or smth, but you never feel the same absolutely amazing first impression about this movie again.
It feels like this movie about side character Joker is much more better than a movie with the main character batman! It beats all batman movies for me. Don't hesitate and go to cinema now! "
3160," 8.9? This movies deserves at least 9 or more ratings
"," Well I don't review often here but this movie just amazed me in the way I never expected.<br/><br/>The cinematography, acting, score were all top notch and I believe everyone should watch this movie. This is a masterpiece. "
3161," First movie made me returned to cinema for second round want to write a review
"," Joaquin is not performing or acting, this movie, the script and the lines seem to real that Joaquin is joker himself, especially after read some related articles about how this movie was made, to me if this movie enters Oscar is like Larry Bird goes into 3 point contest
10/10 recomand to all "
3162," Woah
"," Holy sweet baby Jesus. This movie. This movie right here was by far the best DC movie they have ever made. If no one can see the whole perspective of a man that literally has so many issues, and not feel sorry for him then you are clearly missing the point. This movie makes you see into the life of someone that is not mentally stable and if you have no emotion whether it's negative or positive by the time it ends then this movie is not for you. I left the theater numb. It makes you torn between wanting to feel sorry for the bad guy, glad he did what he did, and mad at yourself for feeling that way. I have never felt this way coming out of the movie theater in my life, and that's why movies like this are my favorite because it makes you think about people that have gone out and done crazy violent things and why they might have done what they did. I absolutely love this movie. I will watch this movie again, and again after. It is a real mind trip and Joaquin was amazing. I think he's the best joker thus far, In my eyes. Right up there with Heath ledger. I think no one else can play joker except him from now on. So all the new DC movies coming out take note, listen to your fans. Keep Joaquin as your joker please. No one else, only him. That's all I've got to say! "
3163," What side do you belong to?
"," Joker is a tremendously clever film.
When watching it you are torn as to whether you are on or off the Joker's side. A soul twisted by his upbringing and environment and yet a sickeningly twisted soul.
The whole dilemma is brilliantly crafted by using The Glitter Band for Joker's dance scene. I personally was torn between the controversy of using such song and yet loving how well it worked.
I think Todd Phillips is the true Joker in this. "
3164," masterpiece
", I remember watching one flew over the cuckoos nest.and was equally mesmerised by joaquin phoenix and Todd Phillips' masterclass of cinema . 
3165," Second viewing - even better!!!
"," I went for a swcond viewing. After the first, I gave it 8/10. After second, I gave it a straight 10/10. This will become one of the best movies of all time for sure. The Dark Knight
finally gets its counterpart in ""Joker"". Brilliant movie, the Hype is real!!! "
